Ticker,Date,Close,High,Low,Open,Volume
PKN.WA,2024-06-04,58.342071533203125,59.58140771996103,58.342071533203125,59.57209095292037,2486736
PKN.WA,2024-06-05,58.370025634765625,58.90117022484996,58.174341534136914,58.51911879067244,2214370
PKN.WA,2024-06-06,59.33913040161133,59.33913040161133,58.491162446959095,59.05026086916412,1009009
PKN.WA,2024-06-07,58.78934860229492,59.68391105216043,58.677529629059634,59.404358287080605,1191954
PKN.WA,2024-06-10,58.98503494262695,59.09685392012477,58.15570404641749,58.79866761035645,1230995
PKN.WA,2024-06-11,58.03456497192383,59.33913274820677,58.03456497192383,58.994355492701324,1793268
PKN.WA,2024-06-12,58.202293395996094,58.75207505606562,57.494101818367064,58.1929766292354,2080724
PKN.WA,2024-06-13,58.00661087036133,58.61230381135408,57.74569873807458,58.202294969576386,1515930
PKN.WA,2024-06-14,59.12480926513672,59.17140020791152,58.006608865236096,58.006608865236096,1829707
PKN.WA,2024-06-17,60.08460235595703,60.28959966933286,58.91049064098108,59.13412859786901,1399410
PKN.WA,2024-06-18,59.98209762573242,60.64369825617951,59.842321242551286,60.22436910663609,1991768
PKN.WA,2024-06-19,61.174842834472656,61.314619217675876,60.10323337567753,60.10323337567753,1340142
PKN.WA,2024-06-20,61.26802444458008,61.659392628330956,60.68097216895376,61.17484255930446,1614759
PKN.WA,2024-06-21,61.01643371582031,61.68734756718994,60.75551447941171,61.407801906449826,5650807
PKN.WA,2024-06-24,62.600547790527344,62.852139598815235,60.99779372492345,61.01643436809876,2685622
PKN.WA,2024-06-25,63.066463470458984,63.457831659879986,62.32099415880945,62.60054692800858,2476599
PKN.WA,2024-06-26,62.684410095214844,63.64420416902303,62.56327435043785,63.085098616335564,3283077
PKN.WA,2024-06-27,63.01987075805664,63.15964714661656,62.55395420240521,62.68441026924181,1453314
PKN.WA,2024-06-28,63.075782775878906,63.43919710439048,62.83350418709715,63.085095987865884,2330347
PKN.WA,2024-07-01,63.26214599609375,63.95170047120726,62.8241833195615,62.898731670741896,1990639
PKN.WA,2024-07-02,63.560333251953125,63.63488160426002,62.49804411420745,63.262146952047715,1112712
PKN.WA,2024-07-03,64.11943054199219,64.34307559495888,63.58828598250987,63.830564568562764,1457879
PKN.WA,2024-07-04,64.3803482055664,64.4548965629754,63.85852392234871,64.20330474337335,1060608
PKN.WA,2024-07-05,63.122371673583984,64.29648336033955,62.54463970639937,64.06352508729485,1031159
PKN.WA,2024-07-08,62.91736602783203,63.3646490314499,62.43281595745799,63.29942100064335,1145381
PKN.WA,2024-07-09,62.32099533081055,62.80555252529194,61.864399101232685,62.80555252529194,2053681
PKN.WA,2024-07-10,61.31462097167969,62.42349752901618,61.31462097167969,62.320995319023055,1713649
PKN.WA,2024-07-11,62.35826873779297,62.42349676978413,61.25870540614041,61.50098400038854,1636450
PKN.WA,2024-07-12,62.73100280761719,63.08509681948751,61.88303839968591,62.35826815288293,975202
PKN.WA,2024-07-15,62.637821197509766,62.71236955064983,61.98553377151753,62.61918055456362,990387
PKN.WA,2024-07-16,60.569149017333984,62.63781955203292,60.22436822511014,62.63781955203292,2425555
PKN.WA,2024-07-17,60.23369216918945,60.941887329367056,59.30185905133773,60.662334550282544,2447891
PKN.WA,2024-07-18,60.727561950683594,61.18416529238011,59.92618490894483,60.569152028538646,1705800
PKN.WA,2024-07-19,60.736881256103516,61.007113706058675,60.07528061351908,60.569151015073494,803435
PKN.WA,2024-07-22,60.112552642822266,61.02574505966684,59.954135619665024,60.77415326177106,997862
PKN.WA,2024-07-23,59.61867904663086,60.261642581527774,58.9477581026264,60.11255298803905,2082024
PKN.WA,2024-07-24,58.798667907714844,59.58140786348048,58.798667907714844,59.17140257414085,1695914
PKN.WA,2024-07-25,59.488224029541016,59.488224029541016,58.51911677224239,58.70548409936307,1975514
PKN.WA,2024-07-26,59.40435791015625,59.93550247298006,59.24594799529981,59.63731617647059,831520
PKN.WA,2024-07-29,59.90755081176758,60.373467361453756,59.54413647175815,60.10323490951709,748396
PKN.WA,2024-07-30,58.91048812866211,60.18709489122208,58.91048812866211,59.91686955572297,937584
PKN.WA,2024-07-31,60.26164245605469,60.32687048606808,59.19003656679107,59.42299483245634,2016737
PKN.WA,2024-08-01,59.0595817565918,60.32687176271417,59.04094466838485,60.32687176271417,958144
PKN.WA,2024-08-02,59.07822036743164,59.27390446665631,58.59366672554588,58.89185303522001,1146391
PKN.WA,2024-08-05,56.935001373291016,57.820243535211766,55.81680448945555,57.77365259082882,3116018
PKN.WA,2024-08-06,57.20523452758789,58.12775087817362,56.72068087981835,57.49410407375663,1868083
PKN.WA,2024-08-07,56.953636169433594,57.77365026527812,56.748635311468256,57.77365026527812,1367599
PKN.WA,2024-08-08,57.997291564941406,58.05319927389236,56.31067243658715,57.009547235762405,1381467
PKN.WA,2024-08-09,57.3636474609375,58.78003421296005,56.99091279553007,58.40729954755261,1155110
PKN.WA,2024-08-12,60.159141540527344,60.17778218340068,58.55639105554886,59.078218861507615,1943458
PKN.WA,2024-08-13,59.36708450317383,60.55982970465661,59.05026111469733,60.494601673616835,1352764
PKN.WA,2024-08-14,58.68684768676758,59.786414573971285,58.46320973537721,59.45095053756344,1306664
PKN.WA,2024-08-16,59.6652717590332,59.91687067516017,59.273903566527146,59.62800113688583,1503191
PKN.WA,2024-08-19,60.17778396606445,60.74620273206163,59.36708660079246,59.73050094504345,1215849
PKN.WA,2024-08-20,58.994354248046875,60.36414647411695,58.929126216075026,60.17778269971802,1034589
PKN.WA,2024-08-21,59.52549743652344,59.590725466973424,58.7241204285252,58.994352871624336,934802
PKN.WA,2024-08-22,57.801605224609375,59.07821911261408,57.52205600956014,58.51911712785447,2566113
PKN.WA,2024-08-23,58.76139450073242,59.152762682741916,58.06251970029172,58.26752055791815,1026420
PKN.WA,2024-08-26,59.050262451171875,59.37640616841338,58.35138762736159,58.79866708804084,971516
PKN.WA,2024-08-27,59.13412857055664,59.29254204838522,58.6402581575511,59.05026344809709,1217442
PKN.WA,2024-08-28,58.84526062011719,59.339131016672724,58.55639108467579,59.13412660089747,1290985
PKN.WA,2024-08-29,59.57209014892578,59.84232260005354,58.845261471082594,58.845261471082594,1586809
PKN.WA,2024-08-30,59.95413589477539,60.38278536020069,59.45094874201385,59.59072512340714,2811709
PKN.WA,2024-09-02,61.44507598876953,61.65008040525765,59.61868043798501,59.76777358961425,1818842
PKN.WA,2024-09-03,60.168460845947266,61.49166209472087,59.795726197319205,61.445074706968676,1827145
PKN.WA,2024-09-04,59.460269927978516,59.954136766676825,58.99435338943988,59.17140039440657,1399287
PKN.WA,2024-09-05,57.960018157958984,59.51617769185887,57.92274398172326,59.46026998216638,1780800
PKN.WA,2024-09-06,57.0281867980957,58.42593645709481,57.0002293877461,58.33275101369814,1588829
PKN.WA,2024-09-09,57.22386932373047,57.76433421658613,57.12136711614328,57.46614436057746,1547098
PKN.WA,2024-09-10,56.67408752441406,57.5779667476426,56.55294822895864,57.494101628429014,1226297
PKN.WA,2024-09-11,56.16157913208008,57.17727731290959,56.0404398385882,56.94431904716576,2787300
PKN.WA,2024-09-12,55.74225616455078,57.30773606835182,55.74225616455078,56.431814227635535,2506053
PKN.WA,2024-09-13,56.627498626708984,56.739317604812065,55.81680481480448,55.9006699370471,1893174
PKN.WA,2024-09-16,56.5622673034668,57.2052308334898,56.301351630186765,56.84181650979588,1984128
PKN.WA,2024-09-17,57.1120491027832,57.53137469073204,56.524993279654836,56.84181666225384,1833245
